word,sentence
Denali,"On August 28, 2015, just ahead of a presidential visit to Alaska, the Barack Obama administration changed the mountain's official federal name to Denali, bringing it in line with the Alaska Geographic Board's designation."
Denali,"senators from Alaska, Murkowski and Dan Sullivan, who, along with Alaska State Senator Scott Kawasaki, a Democrat, again expressed their preference for Denali in 2024."
Denali,"On January 20, 2025, shortly after his second inauguration, Trump signed an executive order requiring the secretary of the interior to revert the Obama-era name change within 30 days of signing, renaming Denali back to Mount McKinley in official maps and communications from the American federal government."
Denali,The executive order does not change the name of Denali National Park.
Denali,"The same day, the Associated Press announced that it would use Mount McKinley instead of Denali, with the reasoning that as president, Trump has the authority to change federal geographical names of features lying within national borders."
Denali,"Hudson Stuck, the organizer of the Stuck-Karstens Expedition, which was the first confirmed team to summit the mountain, preferred the name Denali over McKinley, referring to it as Denali nearly exclusively in his account of the expedition."
Denali,"According to the Alaska Department of Commerce, Community, and Economic Development's official database of business licenses, businesses named after Denali outnumber those named after McKinley by a margin of six to one."
Denali,Indigenous names for Denali can be found in seven different Alaskan languages.
Denali,"Asked about the importance of the mountain and its name, Will Mayo, former president of the Tanana Chiefs Conference, an organization that represents 42 Athabaskan tribes in the Alaskan interior, said: ""It's not one homogeneous belief structure around the mountain, but we all agree that we're all deeply gratified by the acknowledgment of the importance of Denali to Alaska's people."" The following table lists the Alaskan Athabascan names for Denali."
Denali,"A British naval captain and explorer, George Vancouver, is the first European on record to have sighted Denali, when he noted ""distant stupendous mountains"" while surveying the Knik Arm of the Cook Inlet on May 6, 1794."
Denali,"On November 5, 2012, the United States Mint released a twenty-five cent piece depicting Denali National Park."
Denali,The reverse features a Dall sheep with the peak of Denali in the background.
Denali,"The party landed at Cook Inlet in late May, then traveled east, paralleling the Alaska Range, before reaching the slopes of Denali in early August."
Denali,"During the early summer of 1903, Judge James Wickersham, then of Eagle, Alaska, made the first recorded attempt to climb Denali, along with a party of four others."
Denali,"The party received further navigational assistance at Anotoktilon, an Athabaskan hunting camp, where residents gave the group detailed directions to reach the glaciers at the foot of Denali."
Denali,"Aiming for the northwest buttress of Denali's north peak, they attempted to ascend directly; however, crevasses, ice fall and the lack of a clear passage caused them to turn and attempt to follow a spur via Jeffery Glacier where they believed they could see a way to the summit."
Denali,"Our only line of further ascent would be to climb the vertical wall of the mountain at our left, and that is impossible."" This wall, now known as the Wickersham Wall, juts 15,000 feet (4,572 m) upwards from the glacier to the north peak of Denali."
Denali,The party navigated up the Cook inlet and followed the path of the 1902 Brooks party towards Denali.
Denali,"In 1906, Cook initiated another expedition to Denali with co-leader Herschel Parker, a Columbia University professor of electrical engineering with extensive mountaineering experience."
Denali,"On April 3, 1910, Billy Taylor and Peter Anderson scrambled the final few hundred feet to reach the north peak of Denali, at 19,470 feet (5,934 m) high, the shorter of the two peaks."
Denali,"Jon Waterman, author of the book Chasing Denali, which explored the controversy, outlined several reasons to doubt the claim: There was never any photographic evidence."
Denali,"The first ascent of the main summit of Denali came on June 7, 1913, by a party directed by Hudson Stuck and Harry Karstens, along with Walter Harper and Robert Tatum."
Denali,"Karstens relocated to Alaska in the gold rush of 1897, and in subsequent years became involved in a variety of endeavors beyond mining, including helping establish dog mushing routes to deliver mail across vast swathes of territory and supporting expeditions led by naturalist Charles Sheldon near the base of Denali."
Denali,"Stuck and Karstens' team achieved the uncontroversial first ascent of Denali's south peak; however, the news was met with muted interest by the wider climbing community."
Denali,Climbers typically take two to four weeks to ascend Denali.
Denali,"From 1947 to 2018 in the United States ""2,799 people were reported to be involved in mountaineering accidents"" and 11 of these accidents occurred on Denali."
Denali,"Of these 2,799 accidents, 43 resulted in death and 8 of these deaths occurred on Denali."
Denali,Deteriorating conditions behind the team pushed them to make the first traverse of Denali.
Denali,Before July 1967 only four men had ever perished on Denali.
Denali,"1970: First ascent by an all-female team (the ""Denali Damsels""), led by Grace Hoeman and the later famous American high altitude mountaineer Arlene Blum together with Margaret Clark, Margaret Young, Faye Kerr and Dana Smith Isherwood."
Denali,"The Japanese Alpine Club installed a meteorological station on a ridge near the summit of Denali at an elevation of 18,733 feet (5,710 m) in 1990."
Denali,"According to the National Park Service, in 1932 the Liek-Lindley expedition recovered a self-recording minimum thermometer left near Browne's Tower, at about 15,000 feet (4,600 m), on Denali by the Stuck-Karstens party in 1913."
Denali,"Besides the North Summit mentioned above, other features on the massif which are sometimes included as separate peaks are: South Buttress, 15,885 feet (4,842 m); mean prominence: 335 feet (102 m) East Buttress high point, 14,730 feet (4,490 m); mean prominence: 380 feet (120 m) East Buttress, most topographically prominent point, 14,650 feet (4,470 m); mean prominence: 600 feet (180 m) Browne Tower, 14,530 feet (4,430 m); mean prominence: 75 feet (23 m) Nearby peaks include: Mount Crosson Mount Foraker Mount Silverthrone Mount Hunter Mount Huntington Mount Dickey The Moose's Tooth denaliensis Ceratozetella denaliensis (formerly Cyrtozetes denaliensis Behan-Pelletier, 1985) is a species of moss mite in the family Mycobatidae Magnoavipes denaliensis Fiorillo et al., 2011 (literally ""bird with large feet found in Denali"") is a Magnoavipes ichnospecies of bird footprint from the Upper Cretaceous of Alaska and was a large heron-like bird (as large as a sandhill crane) with three toes and toe pads."
Denali,"Nelson, 1945 or Denali fleabane is an Erigeron fleabane species."
Denali,"In 2019, American educational animated series Molly of Denali premiered on PBS and CBC Kids."
Denali,About the US Air Force's 210th Rescue Squadron during the 1999 climbing season on Denali.
Denali,"McKinley Weather Station Denali at SummitPost Timeline of Denali climbing history, National Park Service Archived July 5, 2007, at the Wayback Machine The Ascent of Denali (Mount McKinley) at Project Gutenberg Mount Mckinley Quadrangle Publications, Alaska Division of Geological Geophysical Surveys"
Mount Kilimanjaro,Mount Kilimanjaro () is a large dormant volcano in Tanzania.
Mount Kilimanjaro,Kilimanjaro's southern and eastern slopes served as the home of the Chagga Kingdoms until their abolition in 1963 by Julius Nyerere.
Mount Kilimanjaro,"The origin and meaning of the name Kilimanjaro is unknown, but may mean ""mountain of greatness"" or ""unclimbable""."
Mount Kilimanjaro,"After several European attempts, Hans Meyer reached Kilimanjaro's highest summit in 1889."
Mount Kilimanjaro,The mountain was incorporated into Kilimanjaro National Park in 1973.
Mount Kilimanjaro,"As one of the Seven Summits, Kilimanjaro is a major hiking and climbing destination."
Mount Kilimanjaro,"Although not as technically challenging as similar mountains, the prominence of Kilimanjaro poses a serious risk of altitude sickness."
Mount Kilimanjaro,"One of several mountains arising from the East African Rift, Kilimanjaro was formed from volcanic activity over 2 million years ago."
Mount Kilimanjaro,"Multiple species are endemic to Mount Kilimanjaro, including the giant groundsel Dendrosenecio kilimanjari."
Mount Kilimanjaro,The origin and meaning of the name Kilimanjaro is disputed.
Mount Kilimanjaro,"Although the Chagga people of the Kilimanjaro Region have no name for the mountain, they call its two peaks Kipoo and Kimawenze."
Mount Kilimanjaro,"""Kilimanjaro"" may originate from the Chagga calling the mountain unclimbable kilemanjaare or kilemajyaro and explorers misinterpreting this as its name."
Mount Kilimanjaro,"In 1860, Johann Ludwig Krapf wrote that the Swahilis used the name Kilimanjaro and that it meant either ""mountain of greatness"" or ""mountain of caravans"", with a translation of njaro as greatness or jaro as ""caravans""."
Mount Kilimanjaro,"Kilimanjaro is a large dormant stratovolcano composed of three distinct volcanic cones: Kibo, the highest; Mawenzi at 5,149 m (16,893 ft); and Shira, the lowest at 4,005 m (13,140 ft)."
Mount Kilimanjaro,"A map of the Kibo cone on Mount Kilimanjaro was published by the British government's Directorate of Overseas Surveys (DOS) in 1964 based on aerial photography conducted in 1962 as the ""Subset of Kilimanjaro, East Africa (Tanganyika) Series Y742, Sheet 56 2, D.O.S."
Mount Kilimanjaro,The volcanic interior of Kilimanjaro is poorly known because there has not been any significant erosion to expose the igneous strata that comprise the volcano's structure.
Mount Kilimanjaro,"Kibo's ice cap exists because Kilimanjaro is a little-dissected, massive mountain that rises above the snow line."
Mount Kilimanjaro,"A continuous ice cap covering approximately 400 km2 (150 sq mi) down to an elevation of 3,200 m (10,500 ft) covered Kilimanjaro during the Last Glacial Maximum in the Pleistocene epoch (the Main glacial episode), extending across the summits of Kibo and Mawenzi."
Mount Kilimanjaro,"Because of the exceptionally prolonged dry conditions during the subsequent Younger Dryas stadial, the ice fields on Kilimanjaro may have become extinct around 11,500 years BP."
Mount Kilimanjaro,"Ice cores taken from Kilimanjaro's Northern Ice Field (NIF) indicates that the glaciers there have a basal age of about 11,700 years, although an analysis of ice taken in 2011 from exposed vertical cliffs in the NIF supports an age extending only to 800 years BP."
Mount Kilimanjaro,"In contrast to the persistent slope glaciers, the glaciers on Kilimanjaro's crater plateau have appeared and disappeared repeatedly during the Holocene epoch, with each cycle lasting a few hundred years."
Mount Kilimanjaro,"""There is no pathway for the plateau glaciers other than to continuously retreat once their vertical margins are exposed to solar radiation."" The Kilimanjaro glaciers have been used for deriving ice core records, including two from the southern icefield."
Mount Kilimanjaro,"Almost 85 percent of the ice cover on Kilimanjaro disappeared between October 1912 and June 2011, with coverage decreasing from 11.40 km2 (4.40 sq mi) to 1 km2 (0.39 sq mi) Between 1912 and 1953, there was about a 1.1 percent average annual loss of ice coverage."
Mount Kilimanjaro,"While the current shrinking and thinning of Kilimanjaro's ice fields appear to be unique within its almost twelve-millennium history, it is contemporaneous with widespread glacier retreat in mid-to-low latitudes across the globe."
Mount Kilimanjaro,"In 2013, it was estimated that, at the current rate of global warming, most of the ice on Kilimanjaro will disappear by 2040, and ""it is highly unlikely that any ice body will remain after 2060""."
Mount Kilimanjaro,The Furtwangler Glacier on Kilimanjaro is a remnant of the ice cap that once covered the mountain.
Mount Kilimanjaro,"The glacier is named after Walter Furtwangler, who along with Ziegfried Koenig, was the fourth to ascend to the summit of Kilimanjaro in 1912."
Mount Kilimanjaro,"The forests of Kilimanjaro, far below the ice fields, ""are the essential water reservoirs for the local and regional populations""."
Mount Kilimanjaro,"Kilimanjaro is drained by a network of rivers and streams, especially on the wetter and more heavily eroded southern side and primarily above 1,200 m (3,900 ft)."
Mount Kilimanjaro,"The Lumi and Pangani rivers drain Kilimanjaro on the eastern and southern sides, respectively."
Mount Kilimanjaro,"In respect of it being 'the highest stratovolcano of the East African Rift that maintains a glacier on its summit', the International Union of Geological Sciences (IUGS) included 'The Pleistocene Kilimanjaro volcano' in its assemblage of 100 'geological heritage sites' around the world in a listing published in October 2022."
Mount Kilimanjaro,"The organization defines an IUGS Geological Heritage Site as 'a key place with geological elements and or processes of international scientific relevance, used as a reference, and or with a substantial contribution to the development of geological sciences through history.' Kilimanjaro is attested to in numerous stories by the people who live in East Africa."
Mount Kilimanjaro,"Sailors' reports recorded by Ptolemy mention a ""moon mountain"" and a spring lake of the Nile, which may indicate Kilimanjaro, although available historical information does not allow differentiation among others in East Africa like Mount Kenya, the mountains of Ethiopia, the Virunga Mountains, the Rwenzori Mountains, and Kilimanjaro."
Mount Kilimanjaro,"According to English geographer Halford Mackinder and English explorer Harry Johnston, Rebmann in 1848 was the first European to report the existence of Kilimanjaro."
Mount Kilimanjaro,"In August 1871, missionary Charles New became the ""first European to reach the equatorial snows"" on Kilimanjaro at an elevation of slightly more than 4,000 m (13,000 ft)."
Mount Kilimanjaro,"In 1889, Meyer returned to Kilimanjaro with the Austrian mountaineer Ludwig Purtscheller for a third attempt."
Mount Kilimanjaro,"First women climbers In 1909, London-born Gertrude Benham attempted to reach the summit of Mount Kilimanjaro."
Mount Kilimanjaro,"The first woman to successfully reach the summit of Kilimanjaro was Sheila MacDonald, who completed the ascent on 30 September 1927."
Mount Kilimanjaro,The mountain lent its name to the 1914 Battle of Kilimanjaro during World War I.
Mount Kilimanjaro,"He did recall joining a Kilimanjaro expedition involving a Dutch doctor who lived near the mountain, and that he did not wear shoes during the climb."
Mount Kilimanjaro,It is sometimes suggested that he was a co-first-ascendant of Kilimanjaro.
Mount Kilimanjaro,Large animals are rare on Kilimanjaro and are more frequent in the forests and lower parts of the mountain.
Mount Kilimanjaro,Specific species associated with the mountain include the Kilimanjaro shrew and the chameleon Kinyongia tavetana.
Mount Kilimanjaro,"Natural forests cover about 1,000 km2 (250,000 acres) on Kilimanjaro."
Mount Kilimanjaro,"Records from the Maundi crater at 2,780 m (9,120 ft) indicate that the vegetation of Kilimanjaro has varied over time."
Mount Kilimanjaro,"The Tussock Grassland is an area on the slopes of Mount Kilimanjaro that contains many unique species of vegetation, such as the water holding cabbage."
Mount Kilimanjaro,"Since 1973, Mount Kilimanjaro has been designated as a national park, prohibiting human activities within its boundaries to preserve its ecosystem."
Mount Kilimanjaro,"The climate of Kilimanjaro is influenced by the height of the mountain, which allows the simultaneous influence of the equatorial trade winds and the high altitude anti-trades, and by the isolated position of the mountain."
Mount Kilimanjaro,"Kilimanjaro has daily upslope and nightly downslope winds, a regimen stronger on the southern than the northern side of the mountain."
Mount Kilimanjaro,"Kilimanjaro has two distinct rainy seasons, one from March to May and another around November."
Mount Kilimanjaro,"Kilimanjaro National Park generated US 51 million in revenue in 2013, the second-most of any Tanzanian national park."
Mount Kilimanjaro,"Due to Kilimanjaro National Park's popularity as a destination, the Tanzanian government has invested in road infrastructure to improve accessibility."
Mount Kilimanjaro,"In Tanzania, Kilimanjaro International Airport also serves as an important transportation hub."
Mount Kilimanjaro,"There are seven official trekking routes by which to ascend and descend Kilimanjaro: Lemosho, Lemosho Western-Breach, Machame, Marangu, Mweka, Rongai, Shira, and Umbwe."
Mount Kilimanjaro,The Lemosho Western-Breach Route commences on the western side of Kilimanjaro at Lemosho and continues to the summit via the Western-Breach Route.
Mount Kilimanjaro,Technical climbing routes are available on the Mawenzi cone of Mount Kilimanjaro.
Mount Kilimanjaro,"The oldest person to climb Mount Kilimanjaro is Anne Lorimor, aged 89 years and 37 days, who reached Uhuru Peak at 3:14 p.m."
Mount Kilimanjaro,Wheelchair user Bernard Goosen from South Africa scaled Kilimanjaro in six days in 2007.
Mount Kilimanjaro,"In 2012, Kyle Maynard who has no forearms or lower legs, crawled unassisted to the summit of Mount Kilimanjaro."
Mount Kilimanjaro,"On 9 February 2015, Red Bull athlete Valerii Rozov performed the first wing-suit BASE jump from the summit of Mount Kilimanjaro."
Mount Kilimanjaro,"In 2020, a team featuring two double above-knee amputees, Hari Budha Magar and Justin Oliver Davis, summited Kilimanjaro."
Mount Kilimanjaro,"The climb is not technically as challenging as the Himalayas or Andes, but the high elevation, low temperature, and occasional high winds can make Kilimanjaro a difficult trek."
Mount Kilimanjaro,A study of people attempting to reach the summit of Kilimanjaro in July and August 2005 found that 61.3 percent succeeded and 77 percent experienced acute mountain sickness (AMS).
Mount Kilimanjaro,"Kilimanjaro's summit is well above the altitude at which life-threatening high altitude pulmonary edema (HAPE) or high altitude cerebral edema (HACE), the most severe forms of AMS, can occur."
Mount Kilimanjaro,"According to the Kilimanjaro Christian Medical Centre in Moshi, 25 people died from January 1996 to October 2003 while climbing the mountain."
Mount Kilimanjaro,"The overall mortality rate was 13.6 per 100,000 climbers."" Journalist Tom Bissell noted that Kilimanjaro is ""perhaps the world's most literary mountain""."
Mount Kilimanjaro,"The mountain is prominently featured in Ernest Hemingway's 1936 short story The Snows of Kilimanjaro, which was adapted into a 1952 film starring Gregory Peck."
Mount Kilimanjaro,The ascent of Kilimanjaro is depicted in Andrei Gusev's 2020 novel Once in Malindi (in the 17th chapter).
Mount Kilimanjaro,"Kilimanjaro was featured in Toto's 1982 song ""Africa""."
Mount Kilimanjaro,An IMAX film documenting an ascent Kilimanjaro: To The Roof Of Africa was released in 2002.
Mount Kilimanjaro,Kilimanjaro is also prominently featured in the Lion King franchise.
Mount Kilimanjaro,"Academic articles Books ""Kilimanjaro""."
Mount Kilimanjaro,"NASA Earth Explorer page Glacial Recession on Kilimanjaro (pictures of southern icefields) Archived 15 February 2011 at the Wayback Machine Mount Kilimanjaro live webcam Kilimanjaro flora picture gallery Aerial photographs of Mount Kilimanjaro, 1937 38"
Matterhorn,"The Matterhorn is a mountain of the Alps, straddling the main watershed and border between Switzerland and Italy."
Matterhorn,"The Matterhorn has four faces, each roughly oriented toward one of the four cardinal points."
Matterhorn,"Just east of the Matterhorn is Theodul Pass, the main passage between the two valleys on its north and south sides, which has been a trade route since the Roman era."
Matterhorn,"The Matterhorn was studied by Horace-B n dict de Saussure in the late 18th century; this was followed by other renowned naturalists and artists, such as John Ruskin, in the 19th century."
Matterhorn,"The first ascent of the Matterhorn was in 1865 from Zermatt by a party led by Edward Whymper, but during the descent, a sudden fall claimed the lives of four of the seven climbers."
Matterhorn,"The west face, the highest of the Matterhorn's four faces, was completely climbed only in 1962."
Matterhorn,"It is estimated that over 500 alpinists have died on the Matterhorn, making it one of the deadliest peaks in the world."
Matterhorn,"The Matterhorn is mainly composed of gneisses (originally fragments of the African plate before the Alpine orogeny) from the Dent Blanche nappe, lying over ophiolites and sedimentary rocks of the Penninic nappes."
Matterhorn,"The mountain's current shape is the result of cirque erosion due to multiple glaciers diverging from the peak, such as the Matterhorn Glacier at the base of the north face."
Matterhorn,"Each year, numerous mountaineers try to climb the Matterhorn from the H rnli Hut via the northeast H rnli ridge, the most popular route to the summit."
Matterhorn,The Matterhorn has been part of the Swiss Federal Inventory of Natural Monuments since 1983.
Matterhorn,"The name Matterhorn derives from the German words Matte (""meadow"") and Horn (""horn""), and is often translated as ""the peak of the meadows""."
Matterhorn,"The Matterhorn is also named Gran B cca (""big mountain"") by the Vald tains and Horu by the local Walliser German speaking people."
Matterhorn,"The German name ""Matterhorn"" first appears in the year 1682."
Matterhorn,"Because of its recognizable shape, many other similar mountains around the world were named or nicknamed ""the Matterhorn of"" their respective countries or mountain ranges."
Matterhorn,"The Matterhorn has two distinct summits, situated at either end of a 100-metre-long (330 ft) exposed rocky crest which forms the Italian Swiss border."
Matterhorn,"In August 1792, the Genevan geologist and explorer Horace B n dict de Saussure made the first measurement of the Matterhorn's height, using a sextant and a 50-foot-long (15 m) chain spread out on the Theodul glacier."
Matterhorn,"The topographic prominence of the Matterhorn is 1,042 metres (3,419 ft) as the ridge connecting it with a higher summit (in this case the Weisshorn, which is the culminating point of the range west of the Mattertal valley) sinks to a height of 3,436 m (11,273 ft) at the Col Durand, a saddle between the Pointe de Zinal and the Mont Durand."
Matterhorn,"Considering mountains with a topographic prominence of at least 300 m (980 ft), the Matterhorn is the sixth-highest summit in the Alps and Europe outside the Caucasus Mountains."
Matterhorn,"On the official International Climbing and Mountaineering Federation list of Alpine four-thousanders, which also includes subsidiary summits of higher mountains such as the nearby Monte Rosa, the Matterhorn is the 12th highest summit in the Alps."
Matterhorn,The Matterhorn has a pyramidal shape with four faces nearly facing the four compass points.
Matterhorn,"The Matterhorn does not form a perfect square pyramid, as the north and south faces are wider than the west and east faces."
Matterhorn,"The Matterhorn's faces are steep, and only small patches of snow and ice cling to them; regular avalanches send the snow down to accumulate on the glaciers at the base of each face, the largest of which are the Tiefmattengletscher to the west, part of the Zmutt Glacier, and the Matterhorn Glacier to the north."
Matterhorn,Smaller glaciers lie at the base of the south face (the Lower Matterhorn Glacier) and the east face (unnamed).
Matterhorn,"The Theodul Pass, located on the watershed between the Matterhorn and the Breithorn, at 3,295 metres, is the easiest passage between the two valleys and countries (the slightly lower Furggjoch not being used as a pass)."
Matterhorn,"To its west lies the Zmutt ridge (Zmuttgrat), between the north and west faces and aligned towards the Wandfluehorn; this is, according to Collomb, ""the classic route up the mountain, its longest ridge, also the most disjointed."" The Lion ridge (Cresta del Leone Ar te du lion), lying between the south and west faces and aligned towards the Dent d'H rens is the Italian normal route and goes across Pic Tyndall; Collomb comments, ""A superb rock ridge, the shortest on the mountain, now draped with many fixed ropes, but a far superior climb compared with the H rnli."" Finally the south side is separated from the east side by the Furggen ridge (Furggengrat), which is aligned towards the Klein Matterhorn."
Matterhorn,"While the Matterhorn is the culminating point of the Valtournenche on the south, it is only one of the many 4000 metres summits of the Mattertal valley on the north."
Matterhorn,"This section of the Pennine Alps, including the Matterhorn, the Zinalrothorn, the Dent Blanche, the Dent d'H rens, the Breithorn, the Strahlhorn, the Rimpfischhorn and the Alphubel, concentrates most of western Europe's highest mountains and forms a crown of peaks around Zermatt."
Matterhorn,The deeply glaciated region between the Matterhorn and Monte Rosa (named Dent Blanche-Matterhorn-Monte Rosa) is listed in the Federal Inventory of Landscapes and Natural Monuments since 1983.
Matterhorn,The Matterhorn is an isolated mountain.
Matterhorn,"Because of its position on the main Alpine watershed and its great height, the Matterhorn is exposed to rapid weather changes."
Matterhorn,"The Matterhorn's pyramid is composed of Paleozoic rocks, which were thrust over the Matterhorn's Mesozoic base during the Cenozoic."
Matterhorn,"Apart from the base of the mountain, the Matterhorn is composed of gneiss belonging to the Dent Blanche klippe, an isolated part of the Austroalpine nappes, lying over the Penninic nappes."
Matterhorn,"For this reason, the Matterhorn has been popularized as an African mountain."
Matterhorn,"The Swiss explorer and geologist Horace-B n dict de Saussure, inspired by the view of the Matterhorn, anticipated modern theories of geology: What power must have been required to shatter and to sweep away the missing parts of this pyramid; for we do not see it surrounded by heaps of fragments; one only sees other peaks - themselves rooted to the ground - whose sides, equally rent, indicate an immense mass of d bris, of which we do not see any trace in the neighbourhood."
Matterhorn,The formation of the Matterhorn (and the whole Alpine range) started with the break-up of the Pangaea continent 200 million years ago into Laurasia (containing Europe) and Gondwana (containing Africa).
Matterhorn,"While the rocks constituting the nearby Monte Rosa remained in Laurasia, the rocks constituting the Matterhorn found themselves in Gondwana, separated by the newly formed Tethys Ocean."
Matterhorn,The subduction of the oceanic crust left traces still visible today at the base of the Matterhorn (accretionary prism).
Matterhorn,The Matterhorn acquired its characteristic pyramidal shape in much more recent times as it was caused by natural erosion over the past million years.
Matterhorn,"At the beginning of alpine orogeny, the Matterhorn was only a rounded mountain like a hill."
Matterhorn,"The Matterhorn remained relatively little known until 1865, but the successful ascent followed by the tragic accident of the expedition led by Edward Whymper caused a rush on the mountains surrounding Zermatt."
Matterhorn,"In 2023 the Matterhorn Alpine Crossing opened via Klein Matterhorn and Testa Grigia, thus connecting the two towns."
Matterhorn,"Areas served by cable car are the Unterrothorn and the Klein Matterhorn (Little Matterhorn) (3,883 m, highest transportation system in Europe)."
Matterhorn,"In 2023, a cable car link between Testa Grigia (or T te grise) and the Klein Matterhorn opened."
Matterhorn,It finally provided a direct link between the Swiss and Italian sides of the Matterhorn.
Matterhorn,The Matterhorn Museum (Zermatt) relates the general history of the region from alpinism to tourism.
Matterhorn,"In the museum, which is in the form of a reconstituted mountain village, the visitors can relive the first and tragic ascent of the Matterhorn and see the objects that belonged to the protagonists."
Matterhorn,The Tour of the Matterhorn can be effected by trekkers in about 10 days.
Matterhorn,An average of around twelve people per year have died on Matterhorn in the ten years from 2005 to 2015.
Matterhorn,"The Matterhorn was one of the last of the main Alpine mountains to be ascended, not because of its technical difficulty, but because of the fear it inspired in early mountaineers."
Matterhorn,"Bennen to Matterhorn's Shoulder at 4,248 m (13,937 ft), which was subsequently named Pic Tyndall in honor of the client."
Matterhorn,"Upon descent, Hadow, Croz, Hudson and Douglas fell to their deaths on the Matterhorn Glacier, and all but Douglas (whose body was never found) are buried in the Zermatt churchyard."
Matterhorn,"In the summer of 1860, Edward Whymper came across the Matterhorn for the first time."
Matterhorn,"Although the unclimbed Matterhorn had a mixed reputation among British mountaineers, it fascinated Whymper."
Matterhorn,"The Carrels decided to give Matterhorn a try by themselves again, and caught up with Whymper at nightfall."
Matterhorn,"Whymper now had ""a strong inclination to engage the pair; but, finally, decided against it"" and the Carrels went alone to reach a new high on Matterhorn of 4,032 m (13,228 ft) the next day."
Matterhorn,The Matterhorn remained unclimbed.
Matterhorn,"In the decisive year 1865, Whymper returned with new plans, deciding to attack the Matterhorn via its south face instead of the Italian ridge."
Matterhorn,"Meanwhile, the Italian Alpine Club was founded and its leaders, Felice Giordano and Quintino Sella, established plans to conquer the Matterhorn before any non-Italian could succeed."
Matterhorn,"He feared the arrival of Whymper, now a rival, and wrote to Quintino Sella: I have tried to keep everything secret, but that fellow whose life seems to depend on the Matterhorn is here, suspiciously prying into everything."
Matterhorn,"He encountered Lord Francis Douglas, a Scottish mountaineer, who also wanted to climb the Matterhorn."
Matterhorn,"the world was at our feet, and the Matterhorn was conquered."
Matterhorn,"The bodies of Croz, Hadow and Hudson were found on the Matterhorn Glacier, but the body of Douglas was never found."
Matterhorn,"Am Gorret has described this ascent with enthusiasm: ""At last we crossed the Col du Lion and set foot upon the pyramid of the Matterhorn!"" On the following day, the 17th, they continued the ascent and reached Tyndall's flagstaff."
Matterhorn,"Lifted a bit about 3.30, and we saw our flag on the western summit of the Matterhorn."" On 22 August 1871, while wearing a white print dress, Lucy Walker became the first woman to reach the summit of the Matterhorn, followed a few weeks later by her rival Meta Brevoort."
Matterhorn,The last of the Matterhorn's four ridges to be ascended was the Furggen (south-east) ridge.
Matterhorn,"In 1966, Ren Arnold and Joseph Graven made the first solo enchainement of the four Matterhorn ridges in 19.5 hours."
Matterhorn,"After crossing the Matterhorn Glacier at the base of the north face, they ascended the Zmutt Ridge and then descended the Italian (Lion) Ridge to the village of Breuil."
Matterhorn,"On 20 August 1992, Italian alpinist Hans Kammerlander and Swiss alpine guide Diego Wellig climbed the Matterhorn four times in just 23 hours and 26 minutes."
Matterhorn,"In 1995, Bruno Brunod climbed Matterhorn from the village Breuil-Cervinia in 2 h 10 min."
Matterhorn,"and from Breuil-Cervinia to Matterhorn and back, in 3:14:44 On 21 August 2013, the Spanish mountain runner Kilian Jornet broke Brunod's record as it took him 1 hour, 56 min to the top from Breuil-Cervinia - a round-trip time of 2 hours 52 minutes to return to his starting point."
Matterhorn,"Faces William Penhall and guides made the first (partial) ascent of the west face, the Matterhorn's most hidden and unknown, one hour after Mummery and party's first ascent of the Zmutt ridge on 3 September 1879."
Matterhorn,Ueli Steck set the record time in climbing the north face (Schmid route) of Matterhorn in 2009 with a time of 1 hour 56 minutes.
Matterhorn,The Matterhorn is thus amongst the deadliest mountains in the world.
Matterhorn,Here is a list of people who died on the mountain whose bodies were not recovered until later: 1954 French skier Henri le Masne went missing on the Matterhorn.
Matterhorn,"In 2005 remains were found, identified as le Masne in 2018 1970 Two Japanese climbers missing; remains found after 45 years in 2015 1979 British climber missing; remains found after 34 years in 2014 2014 Japanese hiker missing; remains found 2018 2016 Two British climbers missing; remains found 2016 The first ascent of the Matterhorn changed mountain culture."
Matterhorn,"Today, all ridges and faces of the Matterhorn have been ascended in all seasons, and mountain guides take a large number of people up the northeast H rnli route each summer."
Matterhorn,"In total, up to 150 climbers attempt the Matterhorn each day during summer."
Matterhorn,"Aegidius Tschudi, one of the earliest Alpine topographers and historians, was the first to mention the region around the Matterhorn in his work, De Prisca ac Vera Alpina Raethi, published in Basel in 1538."
Matterhorn,He approached the Matterhorn as a student when in his Alpine travels he reached the summit of the Theodul Pass but he does not seem to have paid any particular attention to the mountain itself.
Matterhorn,"The Matterhorn remained unstudied for more than two centuries, until a geologist from Geneva, Horace Benedict de Saussure, travelled to the mountain, which filled him with admiration."
Matterhorn,"""Its precipitous sides,"" he wrote, ""which give no hold to the very snows, are such as to afford no means of access."" Yet his scientific interest was kindled by ""the proud peak which rises to so vast an altitude, like a triangular obelisk, that seems to be carved by a chisel."" His mind intuitively grasped the causes which gave the peak its present precipitous form: the Matterhorn was not like a perfected crystal; the centuries had laboured to destroy a great part of an ancient and much larger mountain."
Matterhorn,"On his first journey de Saussure had come from Ayas to the Col des Cimes Blanches, from where the Matterhorn first comes into view; descending to Breuil, he ascended to the Theodul Pass."
Matterhorn,"On his second journey, in 1792, he came to the Valtournanche, studying and describing it; he ascended to the Theodul Pass, where he spent three days, analysing the structure of the Matterhorn, whose height he was the first to measure, and collecting stones, plants and insects."
Matterhorn,"During these days he climbed the Klein Matterhorn (3,883 metres), which he named the Cime Brune du Breithorn."
Matterhorn,The first inquirers began to come to the Matterhorn.
